,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
10965,11703,Chaiwala,Yes,No,3.1,53,Koramangala 1st Block,Quick Bites,100.00,Dine-out
10966,11704,Nagappa Naidu Hotel,No,No,0,0,Bommanahalli,Quick Bites,200.00,Dine-out
10967,11706,Hammered,No,No,0,0,HSR,"Bar, Casual Dining",1200.00,Drinks & nightlife
10968,11707,TBC Sky Lounge,No,Yes,4.7,6745,HSR,"Casual Dining, Bar",1000.00,Drinks & nightlife
10969,11708,Baar Union,No,Yes,4.6,634,HSR,"Bar, Pub",850.00,Drinks & nightlife
10970,11710,SMS: Stop Making Sense,No,No,0,0,HSR,Quick Bites,400.00,Drinks & nightlife
10971,11712,Tapout Tavern,Yes,Yes,4.1,326,Sarjapur Road,"Casual Dining, Pub",1200.00,Drinks & nightlife
10972,11713,The Hub - Ibis Hotel,No,No,3.7,51,Bommanahalli,Bar,1500.00,Drinks & nightlife
10973,11714,Baar Union,No,Yes,4.6,634,HSR,"Bar, Pub",850.00,Pubs and bars
10974,11716,Safe House,No,Yes,4.1,1372,HSR,"Bar, Casual Dining",900.00,Pubs and bars
10975,11717,The Colony Gastropub,No,Yes,4.1,512,HSR,"Casual Dining, Bar",1200.00,Pubs and bars
10976,11719,Mishmash,Yes,No,3.9,1245,HSR,"Casual Dining, Bar",1400.00,Pubs and bars
10977,11720,Tapout Tavern,Yes,Yes,4.1,326,Sarjapur Road,"Casual Dining, Pub",1200.00,Pubs and bars
10978,11721,Akshaya Bar And Restaurant,Yes,No,0,0,Koramangala 1st Block,"Casual Dining, Bar",600.00,Pubs and bars
10979,11722,The Food Therapy,No,No,0,0,Koramangala 1st Block,"Casual Dining, Bar",1000.00,Pubs and bars
10980,11723,The Hub - Ibis Hotel,No,No,3.7,51,Bommanahalli,Bar,1500.00,Pubs and bars
10981,11724,Skywalk Restobar,No,No,3.3,5,Koramangala 1st Block,"Casual Dining, Bar",700.00,Pubs and bars
10982,11725,The Bar Therapy,No,No,0,0,Koramangala 1st Block,Bar,800.00,Pubs and bars
10983,11726,The Kebab Room - Restaurant & Brewery,No,Yes,4,773,Indiranagar,"Casual Dining, Microbrewery",1000.00,Buffet
10984,11727,Peacock,Yes,Yes,3.9,847,Indiranagar,Casual Dining,1200.00,Buffet
10985,11733,Little Italy,Yes,Yes,4.3,3275,Indiranagar,Casual Dining,1400.00,Buffet
10986,11736,Southindies,No,Yes,4.1,1224,Indiranagar,Casual Dining,800.00,Buffet
10987,11737,Oye Amritsar,Yes,Yes,3.9,1432,Indiranagar,Casual Dining,1000.00,Buffet
10988,11738,Cafe Max,No,No,4.3,1651,Indiranagar,"Cafe, Casual Dining",1300.00,Buffet
10989,11741,Aagaman Veg,Yes,No,4,555,Indiranagar,Casual Dining,900.00,Buffet
10990,11742,Byblos,Yes,Yes,4.2,1345,Indiranagar,Casual Dining,1700.00,Buffet
10991,11743,The Restaurant - Coorg,No,Yes,4.3,504,Indiranagar,Casual Dining,1100.00,Buffet
10992,11744,Copper Chimney,Yes,Yes,4.1,80,Indiranagar,Casual Dining,1200.00,Buffet
10993,11746,Annapoorani,No,No,3.9,434,Indiranagar,Casual Dining,400.00,Buffet
10994,11747,Srinathji's,Yes,Yes,3.6,592,Indiranagar,Casual Dining,850.00,Buffet
10995,11748,Raaga,Yes,Yes,3.8,297,Indiranagar,Casual Dining,1200.00,Buffet
10996,11749,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,217,Domlur,Casual Dining,1500.00,Buffet
10997,11750,The Hub & The Bar - Hotel Ramada Encore,No,No,4,115,Domlur,"Casual Dining, Bar",1700.00,Buffet
10998,11751,The Paramount Hotel,Yes,No,2.9,319,Domlur,Casual Dining,1000.00,Buffet
10999,11752,Avanti Indian Barbeque & Grill,No,No,3.4,46,Domlur,Casual Dining,1100.00,Buffet
11000,11753,Citrus - The Leela Palace,No,Yes,4.2,589,Old Airport Road,Fine Dining,3500.00,Buffet
11001,11755,Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,145,Ulsoor,Fine Dining,2800.00,Buffet
11002,11756,Limelight - Royal Orchid Hotel,No,Yes,4,420,Old Airport Road,Fine Dining,2200.00,Buffet
11003,11757,20 Char - Sterlings MAC Hotel,Yes,Yes,4,419,Old Airport Road,"Casual Dining, Bar",1400.00,Buffet
11004,11758,Shebestan - Sterlings MAC Hotel,No,Yes,4.2,405,Old Airport Road,Casual Dining,1500.00,Buffet
11005,11759,Java,No,No,3.7,39,Old Airport Road,Casual Dining,700.00,Buffet
11006,11760,House Of Seitan,Yes,No,0,0,Indiranagar,Cafe,700.00,Cafes
11007,11761,Cup Chronicles Cafe,Yes,Yes,3.9,48,Indiranagar,Cafe,450.00,Cafes
11008,11764,Lavonne,No,No,4.4,1095,Indiranagar,"Cafe, Dessert Parlor",800.00,Cafes
11009,11767,Smoor,Yes,No,4.6,1687,Indiranagar,"Dessert Parlor, Cafe",900.00,Cafes
11010,11768,Onesta,Yes,Yes,4.3,4644,Indiranagar,"Casual Dining, Cafe",600.00,Cafes
11011,11770,The Yogisthaan Cafe,Yes,No,4.2,1203,Indiranagar,Cafe,600.00,Cafes
11012,11771,Cafe Max,No,No,4.3,1651,Indiranagar,"Cafe, Casual Dining",1300.00,Cafes
11013,11772,Monet's Bistro,No,No,4.5,197,Indiranagar,Cafe,600.00,Cafes
11014,11773,Brik Oven,No,No,0,0,Indiranagar,Cafe,1100.00,Cafes
11015,11774,Chai Days,Yes,No,4.4,105,Indiranagar,Cafe,200.00,Cafes
11016,11775,Cafe Terra,Yes,No,4.2,391,Indiranagar,Cafe,500.00,Cafes
11017,11776,Stoner,Yes,No,4.5,2687,Indiranagar,"Dessert Parlor, Cafe",550.00,Cafes
11018,11777,Bean Flickers,Yes,No,4.3,391,Indiranagar,Cafe,700.00,Cafes
11019,11778,Third Wave Coffee Roasters,No,No,4.2,311,Indiranagar,Cafe,800.00,Cafes
11020,11779,Dhyaana,Yes,No,4.3,153,Indiranagar,Cafe,600.00,Cafes
11021,11780,The Ants Cafe & Store,Yes,Yes,3.9,1380,Indiranagar,Cafe,900.00,Cafes
11022,11781,Infinitea Tea Room & Tea Store,Yes,Yes,4.3,766,Indiranagar,"Casual Dining, Cafe",1000.00,Cafes
11023,11782,Waffle Magic,No,No,4.2,583,Indiranagar,Cafe,700.00,Cafes
11024,11784,Matteo Coffea,No,No,4.2,858,Indiranagar,Cafe,600.00,Cafes
11025,11785,Spoonful Of Sugar,No,No,4,861,Indiranagar,"Dessert Parlor, Cafe",800.00,Cafes
11026,11786,Mama Mia!,Yes,No,4.3,420,Indiranagar,"Dessert Parlor, Cafe",400.00,Cafes
11027,11787,Cafe Braqa,Yes,Yes,4,144,Indiranagar,Cafe,700.00,Cafes
11028,11789,Tea Brew,Yes,No,4.1,1141,Indiranagar,"Cafe, Casual Dining",500.00,Cafes
11029,11790,Starbucks,No,No,4.2,583,Indiranagar,Cafe,700.00,Cafes
11030,11791,CafSecret Alley,Yes,No,3.9,84,Indiranagar,Cafe,450.00,Cafes
11031,11792,Django,Yes,Yes,4,209,Indiranagar,Cafe,800.00,Cafes
11032,11794,Biggies Burger 'n' More,Yes,No,4.3,184,Indiranagar,Quick Bites,650.00,Cafes
11033,11795,Yomama!!,Yes,Yes,4,339,Indiranagar,Quick Bites,800.00,Cafes
11034,11796,The Mad Teapot,No,Yes,4.1,287,Indiranagar,Cafe,850.00,Cafes
11035,11797,Grubhouse,Yes,No,4.1,332,Indiranagar,"Casual Dining, Cafe",800.00,Cafes
11036,11798,Lahe Lahe Santhe,No,No,3.7,17,Indiranagar,Cafe,300.00,Cafes
11037,11799,Eddy's Cafe,Yes,No,4.1,137,Indiranagar,Cafe,750.00,Cafes
11038,11800,Lakeview Milkbar,No,No,2.9,539,Indiranagar,"Dessert Parlor, Cafe",500.00,Cafes
11039,11801,Chantilly,Yes,No,4.1,114,Indiranagar,"Cafe, Bakery",450.00,Cafes
11040,11802,iSpice Resto Cafe,Yes,No,3.7,28,Indiranagar,Cafe,600.00,Cafes
11041,11803,Give Me 5 Cafe,No,No,3.4,90,Indiranagar,Cafe,500.00,Cafes
11042,11804,Tea Journey,Yes,No,3.8,71,Indiranagar,Cafe,500.00,Cafes
11043,11806,Costa Coffee,No,No,3.8,209,Indiranagar,Cafe,500.00,Cafes
11044,11807,Crisp Cafe,No,No,4,97,Indiranagar,"Cafe, Casual Dining",1100.00,Cafes
11045,11808,Cafe Coffee Day,Yes,No,3.7,72,Indiranagar,Cafe,900.00,Cafes
11046,11809,Chai Cafe,No,No,3.9,49,Indiranagar,Cafe,200.00,Cafes
11047,11810,Cup Shup,Yes,No,2.8,185,Indiranagar,Cafe,500.00,Cafes
11048,11811,Sunny Side Bistro,No,No,3.7,69,Indiranagar,Cafe,700.00,Cafes
11049,11813,UBCR,Yes,No,3.3,5,Indiranagar,"Cafe, Quick Bites",350.00,Cafes
11050,11814,Breadworks,Yes,No,2.9,48,Indiranagar,"Bakery, Cafe",500.00,Cafes
11051,11815,Melting Spot,No,No,4,134,Indiranagar,"Cafe, Dessert Parlor",600.00,Cafes
11052,11816,C-harge by Chefkraft,No,No,3.4,7,Indiranagar,Cafe,600.00,Cafes
11053,11817,Cross Roads Cafe,Yes,No,3,59,Indiranagar,Cafe,500.00,Cafes
11054,11818,Fog City Cafe,Yes,No,0,0,Indiranagar,Cafe,500.00,Cafes
11055,11819,Loveshack,No,Yes,3.9,1717,Domlur,"Lounge, Cafe",1600.00,Cafes
11056,11820,Talk Over Table,No,No,4,282,Jeevan Bhima Nagar,Cafe,500.00,Cafes
11057,11821,D'Cafe,No,No,3.8,16,Domlur,Cafe,500.00,Cafes
11058,11822,Chaai Resto,Yes,No,0,0,Jeevan Bhima Nagar,Cafe,200.00,Cafes
11059,11823,St. Mary's Cafe,No,No,0,0,Thippasandra,"Takeaway, Delivery",150.00,Cafes
11060,11824,Cafe Oleiva,No,No,3.4,6,Thippasandra,Cafe,500.00,Cafes
11061,11825,Cafe Velvette,No,No,3.5,11,Domlur,"Cafe, Dessert Parlor",400.00,Cafes
11062,11826,Hot Spot Cafe,No,No,2.9,17,Domlur,Cafe,150.00,Cafes
11063,11827,9th Cross Cafe,No,No,3.6,12,Jeevan Bhima Nagar,Cafe,550.00,Cafes
11064,11829,Marzipan Cafe & Bakery,Yes,No,4.2,430,Ulsoor,"Cafe, Bakery",700.00,Cafes
11065,11830,Brown Crust Cafe,No,No,2.9,18,Old Airport Road,Cafe,300.00,Cafes
11066,11831,The Chocolate Heaven,Yes,No,3.8,135,Old Airport Road,"Dessert Parlor, Cafe",700.00,Cafes
11067,11832,The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,24,Ulsoor,Cafe,2200.00,Cafes
11068,11833,Barista,No,No,3.2,11,CV Raman Nagar,Cafe,300.00,Cafes
11069,11834,The Corner - Hyatt Centric MG Road,No,No,0,0,Ulsoor,Cafe,1000.00,Cafes
11070,11835,The Coffee Bean & Tea Leaf,Yes,No,3.8,259,MG Road,Cafe,700.00,Cafes
11071,11836,Zawaa Foods,Yes,No,0,0,Old Airport Road,Quick Bites,400.00,Delivery
11072,11838,Sri Udupi Park,Yes,No,4.2,770,Indiranagar,Quick Bites,300.00,Delivery
11073,11839,Delite Chaat House,Yes,No,4,450,Indiranagar,Quick Bites,300.00,Delivery
11074,11840,Donne Biriyani House,Yes,No,4,472,Indiranagar,Quick Bites,300.00,Delivery
11075,11841,Chai Days,Yes,No,4.4,105,Indiranagar,Cafe,200.00,Delivery
11076,11842,Shanmukha,Yes,No,3.8,138,Old Airport Road,Casual Dining,800.00,Delivery
11077,11843,Tripura Express,Yes,No,2.9,156,Old Airport Road,"Takeaway, Delivery",450.00,Delivery
11078,11844,BOX8- Desi Meals,Yes,No,4.3,314,Indiranagar,"Takeaway, Delivery",500.00,Delivery
11079,11845,Sree Spicy Hub,Yes,No,3.9,224,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
11080,11846,Burger King,Yes,No,4,1391,Indiranagar,Quick Bites,600.00,Delivery
11081,11847,Chandni Chowk 2 Bangalore,Yes,No,4.2,241,Jeevan Bhima Nagar,Quick Bites,400.00,Delivery
11082,11848,Shahi Family Restaurant,Yes,No,3.6,66,Ulsoor,Quick Bites,350.00,Delivery
11083,11849,Gurukrupa Paratha House,Yes,No,3.9,639,Old Airport Road,Casual Dining,400.00,Delivery
11084,11850,FreshMenu,Yes,No,3.8,1082,Indiranagar,Delivery,450.00,Delivery
11085,11851,Dal Roti Sabji,Yes,No,4.1,81,Indiranagar,Quick Bites,150.00,Delivery
11086,11852,Red Kitchen,Yes,No,3.2,146,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
11087,11853,Fresh Aahar,Yes,No,3.9,37,Indiranagar,Quick Bites,400.00,Delivery
11088,11854,Punjabi Dhaba,Yes,No,3.4,351,Ejipura,Quick Bites,350.00,Delivery
11089,11855,Sagar Deluxe,Yes,No,3.4,148,Jeevan Bhima Nagar,Quick Bites,350.00,Delivery
11090,11856,XO Belgian Waffle,Yes,No,4.3,78,Indiranagar,Dessert Parlor,400.00,Delivery
11091,11857,Moto Store & Caf,Yes,No,4.2,380,Ulsoor,Cafe,500.00,Delivery
11092,11858,Hotel Dil Coorg,Yes,No,3.6,78,Ulsoor,Quick Bites,300.00,Delivery
11093,11859,Bharpur Aahar,Yes,No,3.9,418,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
11094,11860,Corner House Ice Cream,Yes,No,4.7,2139,Indiranagar,Dessert Parlor,400.00,Delivery
11095,11861,New Krishna Sagar,Yes,No,3.3,26,Indiranagar,Quick Bites,300.00,Delivery
11096,11862,Behrouz Biryani,Yes,No,4,85,Old Airport Road,Delivery,650.00,Delivery
11097,11863,Leon Grill,Yes,No,4.2,1327,Jeevan Bhima Nagar,Quick Bites,500.00,Delivery
11098,11864,M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7,67,Old Madras Road,Quick Bites,400.00,Delivery
11099,11865,Chowpatty,Yes,No,3.9,924,Indiranagar,Quick Bites,300.00,Delivery
11100,11866,Rajdhani Thali Restaurant,Yes,Yes,4,1129,Indiranagar,Casual Dining,1000.00,Delivery
11101,11867,Motis Kitchen,Yes,No,4.1,551,Thippasandra,Quick Bites,350.00,Delivery
11102,11868,Sandhya Veg,Yes,No,3.5,54,Brigade Road,Quick Bites,150.00,Delivery
11103,11869,Kanteen 038,Yes,No,4,50,Indiranagar,Quick Bites,200.00,Delivery
11104,11870,Kunda Biryani,Yes,No,3.8,189,CV Raman Nagar,Casual Dining,800.00,Delivery
11105,11871,Potful,Yes,No,4.1,1122,Domlur,Delivery,650.00,Delivery
11106,11873,Donne Biriyani Mane,Yes,No,3.8,140,Indiranagar,Quick Bites,400.00,Delivery
11107,11874,Paradise,Yes,No,4.1,3238,Indiranagar,Casual Dining,800.00,Delivery
11108,11875,New Punjabi Hotel,Yes,No,3.2,393,Old Airport Road,Quick Bites,400.00,Delivery
11109,11876,Beijing Bites,Yes,No,3.1,282,Jeevan Bhima Nagar,Casual Dining,850.00,Delivery
11110,11877,Green Pepper,Yes,No,3.8,259,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
11111,11878,Tiffun,Yes,No,3.9,83,CV Raman Nagar,Quick Bites,300.00,Delivery
11112,11879,Warm Oven,Yes,No,4.3,888,Domlur,Delivery,500.00,Delivery
11113,11880,Chakh Le Foods,Yes,Yes,3.4,257,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
11114,11881,Hyderabad Biryaani House,Yes,No,3.9,1615,Old Airport Road,Casual Dining,550.00,Delivery
11115,11882,Andal Mess,Yes,No,3.6,133,Indiranagar,Mess,250.00,Delivery
11116,11883,Donne Biriyani Mane,Yes,No,3.8,161,Jeevan Bhima Nagar,Casual Dining,400.00,Delivery
11117,11884,The Good Bowl,Yes,No,3.6,9,Indiranagar,"Takeaway, Delivery",500.00,Delivery
11118,11885,Dunkin' Donuts,Yes,No,4,1078,Brigade Road,"Quick Bites, Dessert Parlor",550.00,Delivery
11119,11887,KFC,Yes,No,3.9,327,Old Airport Road,Quick Bites,400.00,Delivery
11120,11888,New Alameen Restaurant,Yes,No,3.4,23,Ulsoor,Quick Bites,300.00,Delivery
11121,11889,Django,Yes,Yes,4,210,Indiranagar,Cafe,800.00,Delivery
11122,11890,Plantain Leaf,Yes,No,3.9,521,Thippasandra,Casual Dining,600.00,Delivery
11123,11891,S P Dum Biryani,Yes,No,3.3,77,Jeevan Bhima Nagar,Delivery,400.00,Delivery
11124,11892,A 1 Pizza and Food,Yes,No,2.8,211,Old Airport Road,Delivery,300.00,Delivery
11125,11893,Amritsari Kulcha Bite,Yes,No,3.9,99,Ulsoor,Quick Bites,150.00,Delivery
11126,11894,Zaitoon,Yes,Yes,4.2,2015,Old Airport Road,Casual Dining,1000.00,Delivery
11127,11895,Ambur Hot Dum Biryani,Yes,No,3.1,43,Old Airport Road,Quick Bites,200.00,Delivery
11128,11896,Bathinda Dine,Yes,No,4.1,730,Indiranagar,Casual Dining,950.00,Delivery
11129,11897,Shawarma Time,Yes,No,3.7,78,Ulsoor,Quick Bites,300.00,Delivery
11130,11898,Pathaan Sir,Yes,No,3.2,49,Indiranagar,Quick Bites,250.00,Delivery
11131,11899,Asha Sweets Center,Yes,No,4.1,57,Indiranagar,"Sweet Shop, Quick Bites",200.00,Delivery
11132,11900,Rannaghar,Yes,No,3.9,138,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
11133,11902,Khushi Kitchen,Yes,No,3.3,69,Thippasandra,Quick Bites,400.00,Delivery
11134,11903,Vietnamese Kitchen,Yes,Yes,4.1,522,Indiranagar,Casual Dining,800.00,Delivery
11135,11904,Punjabi's Food Corner,Yes,No,3.6,88,CV Raman Nagar,Quick Bites,250.00,Delivery
11136,11905,Pot Biryani,Yes,No,3.9,456,Domlur,Casual Dining,600.00,Delivery
11137,11906,Five Star Chicken,Yes,No,3.7,68,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
11138,11907,PurpleBasil.in,Yes,No,4.4,457,Indiranagar,Delivery,500.00,Delivery
11139,11909,Andhra Mess,Yes,No,3.2,128,Domlur,Mess,400.00,Delivery
11140,11910,Bhookha Sher,Yes,No,3.6,8,Old Airport Road,Quick Bites,350.00,Delivery
11141,11911,Swaadpurna,Yes,No,3.6,51,Jeevan Bhima Nagar,Casual Dining,450.00,Delivery
11142,11912,The Chocolate Heaven,Yes,No,3.8,135,Old Airport Road,"Dessert Parlor, Cafe",700.00,Delivery
11143,11913,Samosa Singh,Yes,No,3.7,43,Thippasandra,Delivery,150.00,Delivery
11144,11914,Cheesy Juicy Burgers,Yes,No,3.9,82,Indiranagar,Quick Bites,500.00,Delivery
11145,11915,The Biryanis,Yes,No,3.8,426,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
11146,11916,Thalis Of India,Yes,No,3.4,20,Indiranagar,Delivery,500.00,Delivery
11147,11917,Desi Chinese kitchen,Yes,No,3.9,24,Indiranagar,Casual Dining,700.00,Delivery
11148,11918,FoodIshq,Yes,No,4,173,Kaggadasapura,Delivery,450.00,Delivery
11149,11919,Healthie,Yes,No,3.9,190,Indiranagar,Delivery,600.00,Delivery
11150,11920,Nando's,Yes,No,4.3,1210,Indiranagar,Casual Dining,1200.00,Delivery
11151,11921,Brownie Heaven,Yes,No,4.3,127,Indiranagar,Dessert Parlor,300.00,Delivery
11152,11922,Indiana Burgers,Yes,No,3.3,45,Domlur,Delivery,300.00,Delivery
11153,11923,Sri Udupi Park,Yes,No,3.7,443,Old Airport Road,Casual Dining,400.00,Delivery
11154,11924,Pizza Hut,Yes,No,3.7,833,Indiranagar,Casual Dining,750.00,Delivery
11155,11925,Aathurar,Yes,No,3.2,574,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
11156,11926,Momo Rice Noodles,Yes,No,3.8,221,Ejipura,Casual Dining,400.00,Delivery
11157,11927,Keto Kitchen,Yes,No,3.1,18,Indiranagar,Casual Dining,500.00,Delivery
11158,11928,UBQ by Barbeque Nation,Yes,No,3.3,12,Indiranagar,Delivery,450.00,Delivery
11159,11931,Bombay Sandwich Company,Yes,No,3.1,39,Indiranagar,Delivery,400.00,Delivery
11160,11932,Thai Chy,Yes,Yes,4.3,367,Indiranagar,Casual Dining,1200.00,Delivery
11161,11933,Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9,30,Old Airport Road,Quick Bites,400.00,Delivery
11162,11934,Smally's Resto Cafe,Yes,No,4,401,Indiranagar,Cafe,650.00,Delivery
11163,11935,Anand Sweets and Savouries,Yes,No,4,261,Old Airport Road,Sweet Shop,400.00,Delivery
11164,11937,Subway,Yes,No,3.7,106,CV Raman Nagar,Quick Bites,600.00,Delivery
11165,11938,Bharanis,Yes,No,3.7,16,Domlur,Casual Dining,600.00,Delivery
11166,11939,Krispy Kreme,Yes,No,4.1,259,Indiranagar,Dessert Parlor,300.00,Delivery
11167,11940,Salt Mango Tree,Yes,Yes,4.1,243,Indiranagar,Casual Dining,800.00,Delivery
11168,11941,Snacks Joint,Yes,No,3.8,185,Jeevan Bhima Nagar,Quick Bites,150.00,Delivery
11169,11942,Cream Stone,Yes,No,4.2,734,Indiranagar,Dessert Parlor,300.00,Delivery
11170,11944,Food Lover,Yes,No,3.7,32,Indiranagar,Delivery,400.00,Delivery
11171,11945,Seafood Place,Yes,No,4.1,293,Indiranagar,Casual Dining,800.00,Delivery
11172,11946,Le Gateau - The Cake Shop,Yes,No,4.4,535,Old Airport Road,Delivery,600.00,Delivery
11173,11947,Andhra Ruchulu,Yes,No,4,43,Old Airport Road,Quick Bites,400.00,Delivery
11174,11949,Srinidhi Sagar,Yes,No,3.9,160,Old Airport Road,Quick Bites,40.00,Delivery
11175,11950,PreRit's Food Factory,Yes,No,3.6,67,Indiranagar,Delivery,300.00,Delivery
11176,11951,Mani's Dum Biryani,Yes,No,4,682,Jeevan Bhima Nagar,Casual Dining,750.00,Delivery
11177,11952,Gowdru Hotel,Yes,No,3.9,199,Indiranagar,Quick Bites,400.00,Delivery
11178,11953,Night Food Delivery,Yes,No,2.9,21,Indiranagar,Delivery,500.00,Delivery
11179,11954,Savoury Express,Yes,No,3.6,31,Jeevan Bhima Nagar,Casual Dining,800.00,Delivery
11180,11955,Chai Point,Yes,No,4.2,175,Indiranagar,"Beverage Shop, Quick Bites",250.00,Delivery
11181,11956,The Brekkie Shop,Yes,No,3.7,57,Indiranagar,Delivery,300.00,Delivery
11182,11957,Delicacy,Yes,No,3.9,647,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
11183,11958,Annabell,Yes,No,4,264,Indiranagar,"Quick Bites, Beverage Shop",700.00,Delivery
11184,11959,Karachi Bakery,Yes,No,3.9,56,Indiranagar,Bakery,500.00,Delivery
11185,11960,Cita Pani,Yes,Yes,3.9,53,Indiranagar,Quick Bites,350.00,Delivery
11186,11961,Dhyaana,Yes,No,4.4,154,Indiranagar,Cafe,600.00,Delivery
11187,11962,Coast,Yes,No,3.3,59,Jeevan Bhima Nagar,Casual Dining,750.00,Delivery
11188,11963,Under The Tree,Yes,No,3,64,Domlur,Dessert Parlor,200.00,Delivery
11189,11965,Keventers,Yes,No,4,567,Indiranagar,"Beverage Shop, Dessert Parlor",400.00,Delivery
11190,11966,Misal Darbar,Yes,No,3,21,Indiranagar,Quick Bites,200.00,Delivery
11191,11968,Le Casse Crote,Yes,No,4.4,580,Thippasandra,Quick Bites,450.00,Delivery
11192,11969,Cup Chronicles Cafe,Yes,Yes,3.9,49,Indiranagar,Cafe,450.00,Delivery
11193,11970,Lassi Shop,Yes,No,4,213,Jeevan Bhima Nagar,Beverage Shop,100.00,Delivery
11194,11971,Little Kolkata,Yes,No,3.9,97,Ejipura,Quick Bites,500.00,Delivery
11195,11972,Assi Tussi Lassi,Yes,No,3.6,25,Ejipura,Beverage Shop,200.00,Delivery
11196,11973,Crunch Pizzas - Express Delivery,Yes,No,3,235,Indiranagar,Delivery,500.00,Delivery
11197,11974,Bhartiya Jalpan,No,No,4.1,1075,Indiranagar,Casual Dining,800.00,Delivery
11198,11975,Sabari Juice Junction,Yes,No,4.1,128,Jeevan Bhima Nagar,Beverage Shop,250.00,Delivery
11199,11976,The Waffles Hut,Yes,No,3.9,36,Indiranagar,Dessert Parlor,250.00,Delivery
11200,11977,Faasos,Yes,No,3.9,140,Indiranagar,Delivery,500.00,Delivery
11201,11978,Wow Paratha,Yes,No,3.9,29,Jeevan Bhima Nagar,Delivery,400.00,Delivery
11202,11983,Utse Kitchen,Yes,No,4.2,171,Commercial Street,Casual Dining,800.00,Delivery
11203,11984,The Yogisthaan Cafe,Yes,No,4.2,1204,Indiranagar,Cafe,600.00,Delivery
11204,11985,Chung Wah,Yes,No,4,359,Residency Road,Casual Dining,1000.00,Delivery
11205,11987,Cafe Azzure,Yes,Yes,4.3,2654,MG Road,Cafe,1200.00,Delivery
11206,11988,Portland Steakhouse & Cafe,Yes,Yes,4.3,2039,MG Road,Casual Dining,1500.00,Delivery
11207,11989,Pizza Stop,Yes,No,3.2,166,Domlur,Quick Bites,600.00,Delivery
11208,11990,McDonald's,Yes,No,3.9,388,Indiranagar,Quick Bites,500.00,Delivery
11209,11991,The Paramount Hotel,Yes,No,2.9,319,Domlur,Casual Dining,1000.00,Delivery
11210,11992,Paratha Corner,Yes,No,3.2,23,CV Raman Nagar,Quick Bites,150.00,Delivery
11211,11993,Aagaman Veg,Yes,No,4,556,Indiranagar,Casual Dining,900.00,Delivery
11212,11995,Mota Bawarchi,Yes,No,3.8,55,Indiranagar,"Takeaway, Delivery",500.00,Delivery
11213,11996,Hotel Devanand Kerala Restaurant,Yes,No,3.4,94,CV Raman Nagar,Quick Bites,300.00,Delivery
11214,11997,Taiki,Yes,Yes,0,0,Indiranagar,Casual Dining,1000.00,Delivery
11215,11998,Bite Me Cupcakes,Yes,No,4.2,624,Indiranagar,Dessert Parlor,300.00,Delivery
11216,11999,Cafe Grill,Yes,No,4.1,496,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
11217,12001,Tea Brew,Yes,No,4.1,1145,Indiranagar,"Cafe, Casual Dining",500.00,Delivery
11218,12003,Cafe Coffee Day,Yes,No,3.7,72,Indiranagar,Cafe,900.00,Delivery
11219,12004,Bun Maska Chai,Yes,No,3.9,120,Jeevan Bhima Nagar,Quick Bites,250.00,Delivery
11220,12005,Hotel Karavali,Yes,No,3.7,257,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
11221,12006,Yomama!!,Yes,Yes,4,340,Indiranagar,Quick Bites,800.00,Delivery
11222,12007,Srinathji's,Yes,Yes,3.6,592,Indiranagar,Casual Dining,850.00,Delivery
11223,12008,No More Hungry,Yes,No,3.3,214,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
11224,12010,Thai House,Yes,No,4.2,125,Brigade Road,Casual Dining,700.00,Delivery
11225,12011,Stoner,Yes,No,4.5,2686,Indiranagar,"Dessert Parlor, Cafe",550.00,Delivery
11226,12012,Nandhana Palace,No,Yes,4.2,902,Indiranagar,"Casual Dining, Bar",800.00,Delivery
11227,12013,A2B - Adyar Ananda Bhavan,Yes,No,3,564,Indiranagar,Casual Dining,200.00,Delivery
11228,12014,Ambur Star Briyani,Yes,No,3.6,17,Indiranagar,Casual Dining,500.00,Delivery
11229,12015,Roll Er Dokaan,Yes,No,3.9,137,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
11230,12016,Bangalore Mandarin,Yes,No,4.2,970,Indiranagar,Casual Dining,1100.00,Delivery
11231,12017,Malabar,Yes,No,3,159,Jeevan Bhima Nagar,Casual Dining,400.00,Delivery
